_id,arrival,destination,departure,minPrice
ObjectID(565d80fcf252bb58becdd58a),2017-01-30T00:00:00.000Z,"OGG",2017-01-20T00:00:00.000Z,41580
ObjectID(565d80fcf252bb58becdd58b),2017-02-08T00:00:00.000Z,"MSY",2017-01-29T00:00:00.000Z,25153
ObjectID(565d80fcf252bb58becdd58c),2017-01-07T00:00:00.000Z,"MIA",2016-12-12T00:00:00.000Z,28930
ObjectID(565d80fcf252bb58becdd58d),2017-01-18T00:00:00.000Z,"HNL",2017-01-04T00:00:00.000Z,48858
ObjectID(565d80fcf252bb58becdd58e),2017-02-27T00:00:00.000Z,"MSY",2017-02-21T00:00:00.000Z,21254
ObjectID(565d80fcf252bb58becdd58f),2017-01-14T00:00:00.000Z,"SJC",2017-01-10T00:00:00.000Z,18046
ObjectID(565d80fcf252bb58becdd590),2016-12-13T00:00:00.000Z,"SFO",2016-12-10T00:00:00.000Z,10046
ObjectID(565d80fcf252bb58becdd591),2016-12-15T00:00:00.000Z,"SAN",2016-12-13T00:00:00.000Z,14791
ObjectID(565d80fcf252bb58becdd592),2017-01-17T00:00:00.000Z,"SNA",2016-12-18T00:00:00.000Z,25581
ObjectID(565d80fcf252bb58becdd593),2016-12-12T00:00:00.000Z,"SFO",2016-12-10T00:00:00.000Z,10232
ObjectID(565d80fcf252bb58becdd594),2017-02-15T00:00:00.000Z,"LAX",2017-01-30T00:00:00.000Z,18698
ObjectID(565d80fcf252bb58becdd595),2016-12-11T00:00:00.000Z,"SFO",2016-12-10T00:00:00.000Z,13581
ObjectID(565d80fcf252bb58becdd596),2017-02-07T00:00:00.000Z,"SAN",2017-02-06T00:00:00.000Z,24465
ObjectID(565d80fcf252bb58becdd597),2017-01-10T00:00:00.000Z,"IAD",2016-12-22T00:00:00.000Z,39069
ObjectID(565d80fcf252bb58becdd598),2017-01-02T00:00:00.000Z,"LGB",2016-12-24T00:00:00.000Z,30950
ObjectID(565d80fcf252bb58becdd599),2017-01-16T00:00:00.000Z,"LAX",2017-01-11T00:00:00.000Z,16558
ObjectID(565d80fcf252bb58becdd59a),2017-01-28T00:00:00.000Z,"HNL",2017-01-21T00:00:00.000Z,31628
ObjectID(565d80fcf252bb58becdd59b),2017-01-06T00:00:00.000Z,"SAN",2016-12-31T00:00:00.000Z,15256
ObjectID(565d80fcf252bb58becdd59c),2017-01-27T00:00:00.000Z,"MCO",2017-01-21T00:00:00.000Z,27348
ObjectID(565d80fcf252bb58becdd59d),2017-02-05T00:00:00.000Z,"JFK",2017-01-31T00:00:00.000Z,39907
ObjectID(565d80fcf252bb58becdd59e),2016-12-13T00:00:00.000Z,"BWI",2016-12-05T00:00:00.000Z,25488
ObjectID(565d80fcf252bb58becdd59f),2016-12-12T00:00:00.000Z,"BWI",2016-12-05T00:00:00.000Z,24000
ObjectID(565d80fcf252bb58becdd5a0),2016-12-12T00:00:00.000Z,"SNA",2016-12-02T00:00:00.000Z,13768
ObjectID(565d80fcf252bb58becdd5a1),2016-12-15T00:00:00.000Z,"SFO",2016-12-10T00:00:00.000Z,10046
ObjectID(565d80fcf252bb58becdd5a2),2017-01-04T00:00:00.000Z,"DCA",2016-12-21T00:00:00.000Z,55442
ObjectID(565d80fcf252bb58becdd5a3),2017-01-03T00:00:00.000Z,"BOS",2016-12-30T00:00:00.000Z,41953
ObjectID(565d80fcf252bb58becdd5a4),2017-01-23T00:00:00.000Z,"SJC",2017-01-14T00:00:00.000Z,14047
ObjectID(565d80fcf252bb58becdd5a5),2017-01-12T00:00:00.000Z,"LAX",2017-01-11T00:00:00.000Z,14698
ObjectID(565d80fcf252bb58becdd5a6),2016-12-28T00:00:00.000Z,"SNA",2016-12-25T00:00:00.000Z,22773
ObjectID(565d80fcf252bb58becdd5a7),2016-12-29T00:00:00.000Z,"SNA",2016-12-25T00:00:00.000Z,25674
ObjectID(565d80fcf252bb58becdd5a8),2016-12-20T00:00:00.000Z,"IAD",2016-12-17T00:00:00.000Z,43348
ObjectID(565d80fcf252bb58becdd5a9),2016-12-29T00:00:00.000Z,"SFO",2016-12-24T00:00:00.000Z,14326
ObjectID(565d80fcf252bb58becdd5aa),2016-12-28T00:00:00.000Z,"SFO",2016-12-24T00:00:00.000Z,14326
ObjectID(565d80fcf252bb58becdd5ab),2016-12-09T00:00:00.000Z,"ORD",2016-12-07T00:00:00.000Z,26790
ObjectID(565d80fcf252bb58becdd5ac),2016-12-15T00:00:00.000Z,"SNA",2016-12-15T00:00:00.000Z,21117
ObjectID(565d80fcf252bb58becdd5ad),2016-12-31T00:00:00.000Z,"LAX",2016-12-26T00:00:00.000Z,27489
ObjectID(565d80fcf252bb58becdd5ae),2016-12-30T00:00:00.000Z,"LAX",2016-12-26T00:00:00.000Z,19442
ObjectID(565d80fcf252bb58becdd5af),2016-12-27T00:00:00.000Z,"SFO",2016-12-24T00:00:00.000Z,15091
ObjectID(565d80fcf252bb58becdd5b0),2016-12-26T00:00:00.000Z,"SFO",2016-12-24T00:00:00.000Z,15721
ObjectID(565d80fcf252bb58becdd5b1),2017-01-02T00:00:00.000Z,"SJC",2016-12-21T00:00:00.000Z,21023
ObjectID(565d80fcf252bb58becdd5b2),2016-12-27T00:00:00.000Z,"SNA",2016-12-25T00:00:00.000Z,21861
ObjectID(565d80fcf252bb58becdd5b3),2017-01-05T00:00:00.000Z,"SFO",2016-12-21T00:00:00.000Z,14326
ObjectID(565d80fcf252bb58becdd5b4),2017-01-04T00:00:00.000Z,"SFO",2016-12-21T00:00:00.000Z,14326
ObjectID(565d80fcf252bb58becdd5b5),2016-12-31T00:00:00.000Z,"JFK",2016-12-17T00:00:00.000Z,48186
ObjectID(565d80fcf252bb58becdd5b6),2017-01-02T00:00:00.000Z,"SFO",2016-12-21T00:00:00.000Z,16744
ObjectID(565d80fcf252bb58becdd5b7),2017-01-01T00:00:00.000Z,"SFO",2016-12-21T00:00:00.000Z,14326
ObjectID(565d80fcf252bb58becdd5b8),2017-02-19T00:00:00.000Z,"IAD",2017-02-13T00:00:00.000Z,30512
ObjectID(565d80fcf252bb58becdd5b9),2017-01-04T00:00:00.000Z,"JFK",2016-12-23T00:00:00.000Z,53767
ObjectID(565d80fcf252bb58becdd5ba),2017-01-13T00:00:00.000Z,"LAX",2016-12-19T00:00:00.000Z,22047
ObjectID(565d80fcf252bb58becdd5bb),2016-12-07T00:00:00.000Z,"FLL",2016-12-04T00:00:00.000Z,51256
ObjectID(565d80fcf252bb58becdd5bc),2016-12-30T00:00:00.000Z,"OGG",2016-12-16T00:00:00.000Z,82062
ObjectID(565d80fcf252bb58becdd5bd),2016-12-08T00:00:00.000Z,"JFK",2016-12-07T00:00:00.000Z,23535
ObjectID(565d80fcf252bb58becdd5be),2017-02-24T00:00:00.000Z,"LAX",2017-02-17T00:00:00.000Z,16558
ObjectID(565d80fcf252bb58becdd5bf),2017-01-08T00:00:00.000Z,"SFO",2016-12-21T00:00:00.000Z,15721
ObjectID(565d80fcf252bb58becdd5c0),2016-12-09T00:00:00.000Z,"IAD",2016-12-04T00:00:00.000Z,28744
ObjectID(565d80fcf252bb58becdd5c1),2016-12-08T00:00:00.000Z,"IAD",2016-12-04T00:00:00.000Z,27721
ObjectID(565d80fcf252bb58becdd5c2),2017-01-01T00:00:00.000Z,"MCO",2016-12-26T00:00:00.000Z,75442
ObjectID(565d80fcf252bb58becdd5c3),2017-02-01T00:00:00.000Z,"OAK",2017-01-29T00:00:00.000Z,14326
ObjectID(565d80fcf252bb58becdd5c4),2017-02-19T00:00:00.000Z,"MIA",2017-02-12T00:00:00.000Z,48838
ObjectID(565d80fcf252bb58becdd5c5),2017-01-05T00:00:00.000Z,"MCO",2016-12-26T00:00:00.000Z,55441
ObjectID(565d80fcf252bb58becdd5c6),2016-12-10T00:00:00.000Z,"LGB",2016-12-05T00:00:00.000Z,11907
ObjectID(565d80fcf252bb58becdd5c7),2016-12-13T00:00:00.000Z,"LGB",2016-12-05T00:00:00.000Z,14534
ObjectID(565d80fcf252bb58becdd5c8),2017-01-28T00:00:00.000Z,"LAX",2017-01-03T00:00:00.000Z,18046
ObjectID(565d80fcf252bb58becdd5c9),2016-12-21T00:00:00.000Z,"SJC",2016-12-19T00:00:00.000Z,13768
ObjectID(565d80fcf252bb58becdd5ca),2016-12-14T00:00:00.000Z,"MCO",2016-12-04T00:00:00.000Z,21767
ObjectID(565d80fcf252bb58becdd5cb),2016-12-13T00:00:00.000Z,"MCO",2016-12-04T00:00:00.000Z,36346
ObjectID(565d80fcf252bb58becdd5cc),2016-12-12T00:00:00.000Z,"MCO",2016-12-04T00:00:00.000Z,29768
ObjectID(565d80fcf252bb58becdd5cd),2016-12-11T00:00:00.000Z,"MCO",2016-12-04T00:00:00.000Z,36971
ObjectID(565d80fcf252bb58becdd5ce),2016-12-10T00:00:00.000Z,"MCO",2016-12-04T00:00:00.000Z,39442
ObjectID(565d80fcf252bb58becdd5cf),2017-01-02T00:00:00.000Z,"HNL",2016-12-16T00:00:00.000Z,164680
ObjectID(565d80fcf252bb58becdd5d0),2017-01-07T00:00:00.000Z,"HNL",2016-12-16T00:00:00.000Z,57035
ObjectID(565d80fcf252bb58becdd5d1),2017-01-06T00:00:00.000Z,"HNL",2016-12-16T00:00:00.000Z,67305
ObjectID(565d80fcf252bb58becdd5d2),2016-12-31T00:00:00.000Z,"MSY",2016-12-24T00:00:00.000Z,72186
ObjectID(565d80fcf252bb58becdd5d3),2016-12-30T00:00:00.000Z,"MSY",2016-12-24T00:00:00.000Z,52279
ObjectID(565d80fcf252bb58becdd5d4),2016-12-27T00:00:00.000Z,"ORD",2016-12-14T00:00:00.000Z,52000
ObjectID(565d80fcf252bb58becdd5d5),2016-12-23T00:00:00.000Z,"BUR",2016-12-18T00:00:00.000Z,32930
ObjectID(565d80fcf252bb58becdd5d6),2016-12-12T00:00:00.000Z,"SJC",2016-12-05T00:00:00.000Z,11442
ObjectID(565d80fcf252bb58becdd5d7),2016-12-15T00:00:00.000Z,"SFO",2016-12-15T00:00:00.000Z,8186
ObjectID(565d80fcf252bb58becdd5d8),2016-12-16T00:00:00.000Z,"SFO",2016-12-15T00:00:00.000Z,10046
ObjectID(565d80fcf252bb58becdd5d9),2016-12-17T00:00:00.000Z,"SFO",2016-12-15T00:00:00.000Z,23070
ObjectID(565d80fcf252bb58becdd5da),2016-12-18T00:00:00.000Z,"SFO",2016-12-15T00:00:00.000Z,17674
ObjectID(565d80fcf252bb58becdd5db),2016-12-23T00:00:00.000Z,"OGG",2016-12-12T00:00:00.000Z,28448
ObjectID(565d80fcf252bb58becdd5dc),2017-03-01T00:00:00.000Z,"MCO",2017-02-17T00:00:00.000Z,21767
ObjectID(565d80fcf252bb58becdd5dd),2016-12-08T00:00:00.000Z,"SJC",2016-12-03T00:00:00.000Z,14047
ObjectID(565d80fcf252bb58becdd5de),2016-12-05T00:00:00.000Z,"SAN",2016-12-02T00:00:00.000Z,11906
ObjectID(565d80fcf252bb58becdd5df),2016-12-23T00:00:00.000Z,"LAX",2016-12-17T00:00:00.000Z,24651
ObjectID(565d80fcf252bb58becdd5e0),2017-01-31T00:00:00.000Z,"OGG",2017-01-22T00:00:00.000Z,28074
ObjectID(565d80fcf252bb58becdd5e1),2016-12-04T00:00:00.000Z,"SAN",2016-12-02T00:00:00.000Z,17861
ObjectID(565d80fcf252bb58becdd5e2),2016-12-04T00:00:00.000Z,"SJC",2016-12-03T00:00:00.000Z,21488
ObjectID(565d80fcf252bb58becdd5e3),2017-01-09T00:00:00.000Z,"LAX",2016-12-31T00:00:00.000Z,10729
ObjectID(565d80fcf252bb58becdd5e4),2016-12-06T00:00:00.000Z,"SJC",2016-12-03T00:00:00.000Z,14326
ObjectID(565d80fcf252bb58becdd5e5),2016-12-07T00:00:00.000Z,"SJC",2016-12-03T00:00:00.000Z,10046
ObjectID(565d80fcf252bb58becdd5e6),2016-12-21T00:00:00.000Z,"SFO",2016-12-21T00:00:00.000Z,14326
ObjectID(565d80fcf252bb58becdd5e7),2017-05-08T00:00:00.000Z,"BOS",2017-01-15T00:00:00.000Z,30418
ObjectID(565d80fcf252bb58becdd5e8),2017-02-14T00:00:00.000Z,"OAK",2017-02-12T00:00:00.000Z,17861
ObjectID(565d80fcf252bb58becdd5e9),2017-02-15T00:00:00.000Z,"OAK",2017-02-12T00:00:00.000Z,14326
ObjectID(565d80fcf252bb58becdd5ea),2017-02-22T00:00:00.000Z,"SAN",2017-02-20T00:00:00.000Z,19070
ObjectID(565d80fcf252bb58becdd5eb),2016-12-26T00:00:00.000Z,"ORD",2016-12-19T00:00:00.000Z,36558
ObjectID(565d80fcf252bb58becdd5ec),2016-12-27T00:00:00.000Z,"ORD",2016-12-19T00:00:00.000Z,59162
ObjectID(565d80fcf252bb58becdd5ed),2016-12-25T00:00:00.000Z,"ORD",2016-12-19T00:00:00.000Z,50046
ObjectID(565d80fcf252bb58becdd5ee),2016-12-13T00:00:00.000Z,"ATL",2016-12-06T00:00:00.000Z,36093
ObjectID(565d80fcf252bb58becdd5ef),2016-12-23T00:00:00.000Z,"ORD",2016-12-19T00:00:00.000Z,34605
ObjectID(565d80fcf252bb58becdd5f0),2017-01-23T00:00:00.000Z,"OGG",2017-01-16T00:00:00.000Z,42435
ObjectID(565d80fcf252bb58becdd5f1),2017-01-22T00:00:00.000Z,"OGG",2017-01-16T00:00:00.000Z,45945
ObjectID(565d80fcf252bb58becdd5f2),2016-12-23T00:00:00.000Z,"JFK",2016-12-18T00:00:00.000Z,59394
ObjectID(565d80fcf252bb58becdd5f3),2016-12-22T00:00:00.000Z,"JFK",2016-12-18T00:00:00.000Z,74325
ObjectID(565d80fcf252bb58becdd5f4),2016-12-07T00:00:00.000Z,"HNL",2016-12-04T00:00:00.000Z,28074
ObjectID(565d80fcf252bb58becdd5f5),2016-12-20T00:00:00.000Z,"JFK",2016-12-18T00:00:00.000Z,53503
ObjectID(565d80fcf252bb58becdd5f6),2017-01-18T00:00:00.000Z,"SNA",2017-01-15T00:00:00.000Z,23256
ObjectID(565d80fcf252bb58becdd5f7),2016-12-14T00:00:00.000Z,"HNL",2016-12-09T00:00:00.000Z,37092
ObjectID(565d80fcf252bb58becdd5f8),2016-12-25T00:00:00.000Z,"JFK",2016-12-18T00:00:00.000Z,46977
ObjectID(565d80fcf252bb58becdd5f9),2016-12-16T00:00:00.000Z,"HNL",2016-12-09T00:00:00.000Z,35098
ObjectID(565d80fcf252bb58becdd5fa),2017-01-05T00:00:00.000Z,"BWI",2016-12-15T00:00:00.000Z,29768
ObjectID(565d80fcf252bb58becdd5fb),2016-12-15T00:00:00.000Z,"HNL",2016-12-07T00:00:00.000Z,34919
ObjectID(565d80fcf252bb58becdd5fc),2016-12-09T00:00:00.000Z,"HNL",2016-12-04T00:00:00.000Z,38683
ObjectID(565d80fcf252bb58becdd5fd),2017-01-01T00:00:00.000Z,"BWI",2016-12-15T00:00:00.000Z,46698
ObjectID(565d80fcf252bb58becdd5fe),2016-12-11T00:00:00.000Z,"HNL",2016-12-07T00:00:00.000Z,28871
ObjectID(565d80fcf252bb58becdd5ff),2016-12-10T00:00:00.000Z,"HNL",2016-12-07T00:00:00.000Z,35098
ObjectID(565d80fcf252bb58becdd600),2016-12-13T00:00:00.000Z,"ONT",2016-12-06T00:00:00.000Z,19906
ObjectID(565d80fcf252bb58becdd601),2017-01-08T00:00:00.000Z,"HNL",2017-01-03T00:00:00.000Z,30744
ObjectID(565d80fcf252bb58becdd602),2017-01-02T00:00:00.000Z,"MDW",2016-12-30T00:00:00.000Z,63628
ObjectID(565d80fcf252bb58becdd603),2017-02-14T00:00:00.000Z,"MIA",2017-02-05T00:00:00.000Z,69535
ObjectID(565d80fcf252bb58becdd604),2017-01-03T00:00:00.000Z,"MIA",2016-12-24T00:00:00.000Z,74791
ObjectID(565d80fcf252bb58becdd605),2017-03-05T00:00:00.000Z,"LGB",2017-02-27T00:00:00.000Z,10046
ObjectID(565d80fcf252bb58becdd606),2017-01-16T00:00:00.000Z,"HNL",2017-01-05T00:00:00.000Z,51151
ObjectID(565d80fcf252bb58becdd607),2016-12-26T00:00:00.000Z,"ORD",2016-12-18T00:00:00.000Z,33674
ObjectID(565d80fcf252bb58becdd608),2017-01-12T00:00:00.000Z,"HNL",2017-01-05T00:00:00.000Z,36800
ObjectID(565d80fcf252bb58becdd609),2016-12-07T00:00:00.000Z,"MIA",2016-12-03T00:00:00.000Z,29023
ObjectID(565d80fcf252bb58becdd60a),2016-12-21T00:00:00.000Z,"ORD",2016-12-18T00:00:00.000Z,45674
ObjectID(565d80fcf252bb58becdd60b),2016-12-20T00:00:00.000Z,"ORD",2016-12-18T00:00:00.000Z,31106
ObjectID(565d80fcf252bb58becdd60c),2016-12-19T00:00:00.000Z,"HNL",2016-12-16T00:00:00.000Z,82960
ObjectID(565d80fcf252bb58becdd60d),2016-12-13T00:00:00.000Z,"MIA",2016-12-02T00:00:00.000Z,41395
ObjectID(565d80fcf252bb58becdd60e),2016-12-29T00:00:00.000Z,"HNL",2016-12-18T00:00:00.000Z,99013
ObjectID(565d80fcf252bb58becdd60f),2017-01-07T00:00:00.000Z,"MIA",2016-12-24T00:00:00.000Z,56186
ObjectID(565d80fcf252bb58becdd610),2016-12-28T00:00:00.000Z,"MIA",2016-12-14T00:00:00.000Z,51349
ObjectID(565d80fcf252bb58becdd611),2016-12-27T00:00:00.000Z,"MIA",2016-12-14T00:00:00.000Z,52558
ObjectID(565d80fcf252bb58becdd612),2016-12-23T00:00:00.000Z,"HNL",2016-12-18T00:00:00.000Z,41280
ObjectID(565d80fcf252bb58becdd613),2016-12-21T00:00:00.000Z,"HNL",2016-12-18T00:00:00.000Z,66807
ObjectID(565d80fcf252bb58becdd614),2016-12-26T00:00:00.000Z,"HNL",2016-12-18T00:00:00.000Z,81065
ObjectID(565d80fcf252bb58becdd615),2016-12-27T00:00:00.000Z,"HNL",2016-12-18T00:00:00.000Z,69398
ObjectID(565d80fcf252bb58becdd616),2016-12-21T00:00:00.000Z,"MIA",2016-12-14T00:00:00.000Z,40372
ObjectID(565d80fcf252bb58becdd617),2017-02-11T00:00:00.000Z,"OGG",2017-02-06T00:00:00.000Z,43950
ObjectID(565d80fcf252bb58becdd618),2017-01-17T00:00:00.000Z,"IAD",2017-01-15T00:00:00.000Z,41488
ObjectID(565d80fcf252bb58becdd619),2016-12-08T00:00:00.000Z,"ATL",2016-12-06T00:00:00.000Z,40279
ObjectID(565d80fcf252bb58becdd61a),2017-01-02T00:00:00.000Z,"SFO",2016-12-16T00:00:00.000Z,14698
ObjectID(565d80fcf252bb58becdd61b),2016-12-07T00:00:00.000Z,"BUR",2016-12-05T00:00:00.000Z,13904
ObjectID(565d80fcf252bb58becdd61c),2017-01-04T00:00:00.000Z,"ONT",2016-12-14T00:00:00.000Z,29861
ObjectID(565d80fcf252bb58becdd61d),2017-01-04T00:00:00.000Z,"OGG",2016-12-26T00:00:00.000Z,112873
ObjectID(565d80fcf252bb58becdd61e),2017-02-09T00:00:00.000Z,"OGG",2017-02-02T00:00:00.000Z,43708
ObjectID(565d80fcf252bb58becdd61f),2017-01-04T00:00:00.000Z,"ORD",2016-12-12T00:00:00.000Z,32651
ObjectID(565d80fcf252bb58becdd620),2017-01-03T00:00:00.000Z,"DCA",2016-12-23T00:00:00.000Z,50326
ObjectID(565d80fcf252bb58becdd621),2017-01-02T00:00:00.000Z,"DCA",2016-12-23T00:00:00.000Z,72187
ObjectID(565d80fcf252bb58becdd622),2017-02-20T00:00:00.000Z,"LAX",2017-02-13T00:00:00.000Z,16837
ObjectID(565d80fcf252bb58becdd623),2016-12-28T00:00:00.000Z,"BUR",2016-12-21T00:00:00.000Z,32930
ObjectID(565d80fcf252bb58becdd624),2016-12-23T00:00:00.000Z,"BUR",2016-12-21T00:00:00.000Z,26605
ObjectID(565d80fcf252bb58becdd625),2016-12-16T00:00:00.000Z,"MCO",2016-12-10T00:00:00.000Z,18865
ObjectID(565d80fcf252bb58becdd626),2016-12-17T00:00:00.000Z,"MCO",2016-12-10T00:00:00.000Z,31628
ObjectID(565d80fcf252bb58becdd627),2016-12-14T00:00:00.000Z,"MCO",2016-12-10T00:00:00.000Z,25860
ObjectID(565d80fcf252bb58becdd628),2016-12-13T00:00:00.000Z,"MCO",2016-12-10T00:00:00.000Z,27721
ObjectID(565d80fcf252bb58becdd629),2017-02-15T00:00:00.000Z,"JFK",2017-02-09T00:00:00.000Z,28652
ObjectID(565d80fcf252bb58becdd62a),2017-01-03T00:00:00.000Z,"DCA",2016-12-25T00:00:00.000Z,40931
ObjectID(565d80fcf252bb58becdd62b),2017-01-03T00:00:00.000Z,"LAX",2016-12-26T00:00:00.000Z,18046
ObjectID(565d80fcf252bb58becdd62c),2017-01-02T00:00:00.000Z,"LAX",2016-12-26T00:00:00.000Z,33674
ObjectID(565d80fcf252bb58becdd62d),2016-12-18T00:00:00.000Z,"MCO",2016-12-10T00:00:00.000Z,26790
ObjectID(565d80fcf252bb58becdd62e),2016-12-12T00:00:00.000Z,"MCO",2016-12-03T00:00:00.000Z,24093
ObjectID(565d80fcf252bb58becdd62f),2016-12-29T00:00:00.000Z,"IAD",2016-12-14T00:00:00.000Z,51814
ObjectID(565d80fcf252bb58becdd630),2016-12-27T00:00:00.000Z,"LGB",2016-12-17T00:00:00.000Z,36684
ObjectID(565d80fcf252bb58becdd631),2016-12-13T00:00:00.000Z,"MSY",2016-12-10T00:00:00.000Z,25861
ObjectID(565d80fcf252bb58becdd632),2017-01-23T00:00:00.000Z,"EWR",2017-01-13T00:00:00.000Z,26790
ObjectID(565d80fcf252bb58becdd633),2016-12-31T00:00:00.000Z,"EWR",2016-12-25T00:00:00.000Z,49768
ObjectID(565d80fcf252bb58becdd634),2016-12-30T00:00:00.000Z,"EWR",2016-12-25T00:00:00.000Z,31628
ObjectID(565d80fcf252bb58becdd635),2017-02-21T00:00:00.000Z,"SNA",2017-02-17T00:00:00.000Z,31163
ObjectID(565d80fcf252bb58becdd636),2017-02-20T00:00:00.000Z,"SNA",2017-02-17T00:00:00.000Z,15628
ObjectID(565d80fcf252bb58becdd637),2016-12-14T00:00:00.000Z,"DCA",2016-12-11T00:00:00.000Z,19796
ObjectID(565d80fcf252bb58becdd638),2017-02-24T00:00:00.000Z,"OGG",2017-02-15T00:00:00.000Z,29161
ObjectID(565d80fcf252bb58becdd639),2016-12-29T00:00:00.000Z,"MCO",2016-12-20T00:00:00.000Z,61302
ObjectID(565d80fcf252bb58becdd63a),2017-01-04T00:00:00.000Z,"BWI",2016-12-16T00:00:00.000Z,34232
ObjectID(565d80fcf252bb58becdd63b),2017-03-02T00:00:00.000Z,"FLL",2017-02-23T00:00:00.000Z,37396
ObjectID(565d80fcf252bb58becdd63c),2017-01-06T00:00:00.000Z,"LGA",2016-12-29T00:00:00.000Z,28652
ObjectID(565d80fcf252bb58becdd63d),2016-12-27T00:00:00.000Z,"BUR",2016-12-06T00:00:00.000Z,42884
ObjectID(565d80fcf252bb58becdd63e),2016-12-29T00:00:00.000Z,"DCA",2016-12-21T00:00:00.000Z,45675
ObjectID(565d80fcf252bb58becdd63f),2016-12-27T00:00:00.000Z,"OGG",2016-12-17T00:00:00.000Z,79869
ObjectID(565d80fcf252bb58becdd640),2017-01-02T00:00:00.000Z,"ORD",2016-12-24T00:00:00.000Z,38512
ObjectID(565d80fcf252bb58becdd641),2017-02-12T00:00:00.000Z,"HNL",2017-02-06T00:00:00.000Z,29668
ObjectID(565d80fcf252bb58becdd642),2017-01-08T00:00:00.000Z,"LAX",2017-01-05T00:00:00.000Z,16093
ObjectID(565d80fcf252bb58becdd643),2016-12-10T00:00:00.000Z,"BOS",2016-12-02T00:00:00.000Z,23814
ObjectID(565d80fcf252bb58becdd644),2016-12-28T00:00:00.000Z,"EWR",2016-12-16T00:00:00.000Z,55442
ObjectID(565d80fcf252bb58becdd645),2016-12-21T00:00:00.000Z,"OGG",2016-12-17T00:00:00.000Z,62319
ObjectID(565d80fcf252bb58becdd646),2017-01-02T00:00:00.000Z,"JFK",2016-12-29T00:00:00.000Z,58233
ObjectID(565d80fcf252bb58becdd647),2016-12-28T00:00:00.000Z,"LGB",2016-12-22T00:00:00.000Z,44308
ObjectID(565d80fcf252bb58becdd648),2016-12-15T00:00:00.000Z,"LAX",2016-12-08T00:00:00.000Z,11906
ObjectID(565d80fcf252bb58becdd649),2016-12-27T00:00:00.000Z,"JFK",2016-12-22T00:00:00.000Z,53767
ObjectID(565d80fcf252bb58becdd64a),2016-12-11T00:00:00.000Z,"LAX",2016-12-08T00:00:00.000Z,14697
ObjectID(565d80fcf252bb58becdd64b),2016-12-10T00:00:00.000Z,"LAX",2016-12-08T00:00:00.000Z,13768
ObjectID(565d80fcf252bb58becdd64c),2016-12-28T00:00:00.000Z,"JFK",2016-12-22T00:00:00.000Z,52573
ObjectID(565d80fcf252bb58becdd64d),2016-12-29T00:00:00.000Z,"JFK",2016-12-22T00:00:00.000Z,36558
ObjectID(565d80fcf252bb58becdd64e),2017-01-10T00:00:00.000Z,"LAX",2016-12-22T00:00:00.000Z,17767
ObjectID(565d80fcf252bb58becdd64f),2016-12-12T00:00:00.000Z,"IAD",2016-12-09T00:00:00.000Z,34233
ObjectID(565d80fcf252bb58becdd650),2016-12-12T00:00:00.000Z,"OAK",2016-12-10T00:00:00.000Z,19256
ObjectID(565d80fcf252bb58becdd651),2016-12-13T00:00:00.000Z,"OAK",2016-12-10T00:00:00.000Z,10046
ObjectID(565d80fcf252bb58becdd652),2016-12-04T00:00:00.000Z,"SJC",2016-12-02T00:00:00.000Z,20186
ObjectID(565d80fcf252bb58becdd653),2016-12-16T00:00:00.000Z,"OAK",2016-12-10T00:00:00.000Z,14047
ObjectID(565d80fcf252bb58becdd654),2016-12-14T00:00:00.000Z,"OAK",2016-12-10T00:00:00.000Z,11906
ObjectID(565d80fcf252bb58becdd655),2017-01-26T00:00:00.000Z,"BUR",2017-01-19T00:00:00.000Z,17023
ObjectID(565d80fcf252bb58becdd656),2016-12-22T00:00:00.000Z,"ORD",2016-12-16T00:00:00.000Z,35348
ObjectID(565d80fcf252bb58becdd657),2016-12-21T00:00:00.000Z,"ORD",2016-12-16T00:00:00.000Z,42883
ObjectID(565d80fcf252bb58becdd658),2016-12-20T00:00:00.000Z,"ORD",2016-12-16T00:00:00.000Z,44744
ObjectID(565d80fcf252bb58becdd659),2016-12-20T00:00:00.000Z,"SJC",2016-12-16T00:00:00.000Z,15627
ObjectID(565d80fcf252bb58becdd65a),2016-12-07T00:00:00.000Z,"LGB",2016-12-03T00:00:00.000Z,10326
ObjectID(565d80fcf252bb58becdd65b),2016-12-06T00:00:00.000Z,"LGB",2016-12-03T00:00:00.000Z,10046
ObjectID(565d80fcf252bb58becdd65c),2017-02-21T00:00:00.000Z,"MCO",2017-02-15T00:00:00.000Z,29116
ObjectID(565d80fcf252bb58becdd65d),2017-02-23T00:00:00.000Z,"MCO",2017-02-15T00:00:00.000Z,20970
ObjectID(565d80fcf252bb58becdd65e),2017-03-01T00:00:00.000Z,"MSY",2017-02-26T00:00:00.000Z,33488
ObjectID(565d80fcf252bb58becdd65f),2017-03-02T00:00:00.000Z,"MSY",2017-02-26T00:00:00.000Z,32874
ObjectID(565d80fcf252bb58becdd660),2016-12-21T00:00:00.000Z,"EWR",2016-12-16T00:00:00.000Z,43832
ObjectID(565d80fcf252bb58becdd661),2017-01-04T00:00:00.000Z,"BUR",2016-12-30T00:00:00.000Z,27348
ObjectID(565d80fcf252bb58becdd662),2016-12-31T00:00:00.000Z,"SNA",2016-12-24T00:00:00.000Z,21582
ObjectID(565d80fcf252bb58becdd663),2017-01-30T00:00:00.000Z,"LAX",2017-01-26T00:00:00.000Z,16558
